,lgdng_cd,ctpv_nm,ctgg_nm,adstrd_nm,adstrd_en_nm,lgdng_nm,adstrd_cd,admn_inst_cd
0,1100000000,서울특별시,서울특별시,서울특별시,Seoul,서울특별시,11.0,1100000000
1,1111000000,서울특별시,종로구,종로구,Jongno-gu,종로구,11010.0,1111000000
2,1111010100,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,청운동,1101072.0,1111051500
3,1111010200,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,신교동,1101072.0,1111051500
4,1111010300,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,궁정동,1101072.0,1111051500
5,1111010400,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,효자동,1101072.0,1111051500
6,1111010500,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,창성동,1101072.0,1111051500
7,1111010800,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,통인동,1101072.0,1111051500
8,1111010900,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,누상동,1101072.0,1111051500
9,1111011000,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,누하동,1101072.0,1111051500
10,1111011100,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,옥인동,1101072.0,1111051500
11,1111011900,서울특별시,종로구,청운효자동,Cheongunhyoja-dong,세종로,1101072.0,1111051500
12,1111010600,서울특별시,종로구,사직동,Sajik-dong,통의동,1101053.0,1111053000
13,1111010700,서울특별시,종로구,사직동,Sajik-dong,적선동,1101053.0,1111053000
14,1111011200,서울특별시,종로구,사직동,Sajik-dong,체부동,1101053.0,1111053000
15,1111011300,서울특별시,종로구,사직동,Sajik-dong,필운동,1101053.0,1111053000
16,1111011400,서울특별시,종로구,사직동,Sajik-dong,내자동,1101053.0,1111053000
17,1111011500,서울특별시,종로구,사직동,Sajik-dong,사직동,1101053.0,1111053000
18,1111011600,서울특별시,종로구,사직동,Sajik-dong,도렴동,1101053.0,1111053000
19,1111011700,서울특별시,종로구,사직동,Sajik-dong,당주동,1101053.0,1111053000
20,1111011800,서울특별시,종로구,사직동,Sajik-dong,내수동,1101053.0,1111053000
21,1111011900,서울특별시,종로구,사직동,Sajik-dong,세종로,1101053.0,1111053000
22,1111012000,서울특별시,종로구,사직동,Sajik-dong,신문로1가,1101053.0,1111053000
23,1111012100,서울특별시,종로구,사직동,Sajik-dong,신문로2가,1101053.0,1111053000
24,1111013900,서울특별시,종로구,삼청동,Samcheong-dong,팔판동,1101054.0,1111054000
25,1111014000,서울특별시,종로구,삼청동,Samcheong-dong,삼청동,1101054.0,1111054000
26,1111014100,서울특별시,종로구,삼청동,Samcheong-dong,안국동,1101054.0,1111054000
27,1111014200,서울특별시,종로구,삼청동,Samcheong-dong,소격동,1101054.0,1111054000
28,1111014300,서울특별시,종로구,삼청동,Samcheong-dong,화동,1101054.0,1111054000
29,1111014400,서울특별시,종로구,삼청동,Samcheong-dong,사간동,1101054.0,1111054000
30,1111014500,서울특별시,종로구,삼청동,Samcheong-dong,송현동,1101054.0,1111054000
31,1111018400,서울특별시,종로구,부암동,Buam-dong,부암동,1101055.0,1111055000
32,1111018500,서울특별시,종로구,부암동,Buam-dong,홍지동,1101055.0,1111055000
33,1111018600,서울특별시,종로구,부암동,Buam-dong,신영동,1101055.0,1111055000
34,1111018200,서울특별시,종로구,평창동,Pyeongchang-dong,구기동,1101056.0,1111056000
35,1111018300,서울특별시,종로구,평창동,Pyeongchang-dong,평창동,1101056.0,1111056000
36,1111018700,서울특별시,종로구,무악동,Muak-dong,무악동,1101057.0,1111057000
37,1111017600,서울특별시,종로구,교남동,Gyonam-dong,교남동,1101058.0,1111058000
38,1111017700,서울특별시,종로구,교남동,Gyonam-dong,평동,1101058.0,1111058000
39,1111017800,서울특별시,종로구,교남동,Gyonam-dong,송월동,1101058.0,1111058000
40,1111017900,서울특별시,종로구,교남동,Gyonam-dong,홍파동,1101058.0,1111058000
41,1111018000,서울특별시,종로구,교남동,Gyonam-dong,교북동,1101058.0,1111058000
42,1111018100,서울특별시,종로구,교남동,Gyonam-dong,행촌동,1101058.0,1111058000
43,1111014600,서울특별시,종로구,가회동,Gahoe-dong,가회동,1101060.0,1111060000
44,1111014700,서울특별시,종로구,가회동,Gahoe-dong,재동,1101060.0,1111060000
45,1111014800,서울특별시,종로구,가회동,Gahoe-dong,계동,1101060.0,1111060000
46,1111014900,서울특별시,종로구,가회동,Gahoe-dong,원서동,1101060.0,1111060000
47,1111011900,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,세종로,1101061.0,1111061500
48,1111012200,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,청진동,1101061.0,1111061500
49,1111012300,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,서린동,1101061.0,1111061500
50,1111012400,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,수송동,1101061.0,1111061500
51,1111012500,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,중학동,1101061.0,1111061500
52,1111012600,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,종로1가,1101061.0,1111061500
53,1111012700,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,공평동,1101061.0,1111061500
54,1111012800,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,관훈동,1101061.0,1111061500
55,1111012900,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,견지동,1101061.0,1111061500
56,1111013000,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,와룡동,1101061.0,1111061500
57,1111013100,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,권농동,1101061.0,1111061500
58,1111013200,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,운니동,1101061.0,1111061500
59,1111013300,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,익선동,1101061.0,1111061500
60,1111013400,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,경운동,1101061.0,1111061500
61,1111013500,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,관철동,1101061.0,1111061500
62,1111013600,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,인사동,1101061.0,1111061500
63,1111013700,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,낙원동,1101061.0,1111061500
64,1111013800,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,종로2가,1101061.0,1111061500
65,1111015000,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,훈정동,1101061.0,1111061500
66,1111015100,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,묘동,1101061.0,1111061500
67,1111015200,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,봉익동,1101061.0,1111061500
68,1111015300,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,돈의동,1101061.0,1111061500
69,1111015400,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,장사동,1101061.0,1111061500
70,1111015500,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,관수동,1101061.0,1111061500
71,1111015600,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,종로3가,1101061.0,1111061500
72,1111015700,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,인의동,1101061.0,1111061500
73,1111015800,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,예지동,1101061.0,1111061500
74,1111015900,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,원남동,1101061.0,1111061500
75,1111016100,서울특별시,종로구,종로1·2·3·4가동,Jongno 1·2·3·4(ilisamsa)-ga-dong,종로4가,1101061.0,1111061500
76,1111016000,서울특별시,종로구,종로5·6가동,Jongno 5·6(oryuk)-ga-dong,연지동,1101063.0,1111063000
77,1111016200,서울특별시,종로구,종로5·6가동,Jongno 5·6(oryuk)-ga-dong,효제동,1101063.0,1111063000
78,1111016300,서울특별시,종로구,종로5·6가동,Jongno 5·6(oryuk)-ga-dong,종로5가,1101063.0,1111063000
79,1111016400,서울특별시,종로구,종로5·6가동,Jongno 5·6(oryuk)-ga-dong,종로6가,1101063.0,1111063000
80,1111016700,서울특별시,종로구,종로5·6가동,Jongno 5·6(oryuk)-ga-dong,충신동,1101063.0,1111063000
81,1111016500,서울특별시,종로구,이화동,Ihwa-dong,이화동,1101064.0,1111064000
82,1111016600,서울특별시,종로구,이화동,Ihwa-dong,연건동,1101064.0,1111064000
83,1111016800,서울특별시,종로구,이화동,Ihwa-dong,동숭동,1101064.0,1111064000
84,1111013000,서울특별시,종로구,혜화동,Hyehwa-dong,와룡동,1101073.0,1111065000
85,1111016900,서울특별시,종로구,혜화동,Hyehwa-dong,혜화동,1101073.0,1111065000
86,1111017000,서울특별시,종로구,혜화동,Hyehwa-dong,명륜1가,1101073.0,1111065000
87,1111017100,서울특별시,종로구,혜화동,Hyehwa-dong,명륜2가,1101073.0,1111065000
88,1111017200,서울특별시,종로구,혜화동,Hyehwa-dong,명륜4가,1101073.0,1111065000
89,1111017300,서울특별시,종로구,혜화동,Hyehwa-dong,명륜3가,1101073.0,1111065000
90,1111017400,서울특별시,종로구,창신제1동,Changsin 1(il)-dong,창신동,1101067.0,1111067000
91,1111017400,서울특별시,종로구,창신제2동,Changsin 2(i)-dong,창신동,1101068.0,1111068000
92,1111017400,서울특별시,종로구,창신제3동,Changsin 3(sam)-dong,창신동,1101069.0,1111069000
93,1111017500,서울특별시,종로구,숭인제1동,Sungin 1(il)-dong,숭인동,1101070.0,1111070000
94,1111017500,서울특별시,종로구,숭인제2동,Sungin 2(i)-dong,숭인동,1101071.0,1111071000
95,1114000000,서울특별시,중구,중구,Jung-gu,중구,11020.0,1114000000
96,1114011100,서울특별시,중구,소공동,Sogong-dong,소공동,1102052.0,1114052000
97,1114011300,서울특별시,중구,소공동,Sogong-dong,북창동,1102052.0,1114052000
98,1114011400,서울특별시,중구,소공동,Sogong-dong,태평로2가,1102052.0,1114052000
99,1114011500,서울특별시,중구,소공동,Sogong-dong,남대문로2가,1102052.0,1114052000
100,1114011600,서울특별시,중구,소공동,Sogong-dong,남대문로3가,1102052.0,1114052000
101,1114011700,서울특별시,중구,소공동,Sogong-dong,남대문로4가,1102052.0,1114052000
102,1114011900,서울특별시,중구,소공동,Sogong-dong,봉래동1가,1102052.0,1114052000
103,1114016600,서울특별시,중구,소공동,Sogong-dong,서소문동,1102052.0,1114052000
104,1114016700,서울특별시,중구,소공동,Sogong-dong,정동,1102052.0,1114052000
105,1114016800,서울특별시,중구,소공동,Sogong-dong,순화동,1102052.0,1114052000
106,1114016900,서울특별시,중구,소공동,Sogong-dong,의주로1가,1102052.0,1114052000
107,1114017000,서울특별시,중구,소공동,Sogong-dong,충정로1가,1102052.0,1114052000
108,1114011200,서울특별시,중구,회현동,Hoehyeon-dong,남창동,1102054.0,1114054000
109,1114011600,서울특별시,중구,회현동,Hoehyeon-dong,남대문로3가,1102054.0,1114054000
110,1114011700,서울특별시,중구,회현동,Hoehyeon-dong,남대문로4가,1102054.0,1114054000
111,1114011800,서울특별시,중구,회현동,Hoehyeon-dong,남대문로5가,1102054.0,1114054000
112,1114011900,서울특별시,중구,회현동,Hoehyeon-dong,봉래동1가,1102054.0,1114054000
113,1114012000,서울특별시,중구,회현동,Hoehyeon-dong,봉래동2가,1102054.0,1114054000
114,1114012100,서울특별시,중구,회현동,Hoehyeon-dong,회현동1가,1102054.0,1114054000
115,1114012200,서울특별시,중구,회현동,Hoehyeon-dong,회현동2가,1102054.0,1114054000
116,1114012400,서울특별시,중구,회현동,Hoehyeon-dong,충무로1가,1102054.0,1114054000
117,1114016800,서울특별시,중구,회현동,Hoehyeon-dong,순화동,1102054.0,1114054000
118,1114010100,서울특별시,중구,명동,Myeong-dong,무교동,1102055.0,1114055000
119,1114010200,서울특별시,중구,명동,Myeong-dong,다동,1102055.0,1114055000
120,1114010300,서울특별시,중구,명동,Myeong-dong,태평로1가,1102055.0,1114055000
121,1114010400,서울특별시,중구,명동,Myeong-dong,을지로1가,1102055.0,1114055000
122,1114010500,서울특별시,중구,명동,Myeong-dong,을지로2가,1102055.0,1114055000
123,1114010600,서울특별시,중구,명동,Myeong-dong,남대문로1가,1102055.0,1114055000
124,1114010700,서울특별시,중구,명동,Myeong-dong,삼각동,1102055.0,1114055000
125,1114010800,서울특별시,중구,명동,Myeong-dong,수하동,1102055.0,1114055000
126,1114010900,서울특별시,중구,명동,Myeong-dong,장교동,1102055.0,1114055000
127,1114011000,서울특별시,중구,명동,Myeong-dong,수표동,1102055.0,1114055000
128,1114011500,서울특별시,중구,명동,Myeong-dong,남대문로2가,1102055.0,1114055000
129,1114012100,서울특별시,중구,명동,Myeong-dong,회현동1가,1102055.0,1114055000
130,1114012200,서울특별시,중구,명동,Myeong-dong,회현동2가,1102055.0,1114055000
131,1114012300,서울특별시,중구,명동,Myeong-dong,회현동3가,1102055.0,1114055000
132,1114012400,서울특별시,중구,명동,Myeong-dong,충무로1가,1102055.0,1114055000
133,1114012500,서울특별시,중구,명동,Myeong-dong,충무로2가,1102055.0,1114055000
134,1114012600,서울특별시,중구,명동,Myeong-dong,명동1가,1102055.0,1114055000
135,1114012700,서울특별시,중구,명동,Myeong-dong,명동2가,1102055.0,1114055000
136,1114012800,서울특별시,중구,명동,Myeong-dong,남산동1가,1102055.0,1114055000
137,1114012900,서울특별시,중구,명동,Myeong-dong,남산동2가,1102055.0,1114055000
138,1114013000,서울특별시,중구,명동,Myeong-dong,남산동3가,1102055.0,1114055000
139,1114013100,서울특별시,중구,명동,Myeong-dong,저동1가,1102055.0,1114055000
140,1114014200,서울특별시,중구,명동,Myeong-dong,예장동,1102055.0,1114055000
141,1114013200,서울특별시,중구,필동,Pil-dong,충무로4가,1102057.0,1114057000
142,1114013300,서울특별시,중구,필동,Pil-dong,충무로5가,1102057.0,1114057000
143,1114013600,서울특별시,중구,필동,Pil-dong,묵정동,1102057.0,1114057000
144,1114013700,서울특별시,중구,필동,Pil-dong,필동1가,1102057.0,1114057000
145,1114013800,서울특별시,중구,필동,Pil-dong,필동2가,1102057.0,1114057000
146,1114013900,서울특별시,중구,필동,Pil-dong,필동3가,1102057.0,1114057000
147,1114014000,서울특별시,중구,필동,Pil-dong,남학동,1102057.0,1114057000
148,1114014100,서울특별시,중구,필동,Pil-dong,주자동,1102057.0,1114057000
149,1114014200,서울특별시,중구,필동,Pil-dong,예장동,1102057.0,1114057000
150,1114014400,서울특별시,중구,필동,Pil-dong,장충동2가,1102057.0,1114057000
151,1114015800,서울특별시,중구,필동,Pil-dong,충무로3가,1102057.0,1114057000
152,1114013600,서울특별시,중구,장충동,Jangchung-dong,묵정동,1102058.0,1114058000
153,1114014300,서울특별시,중구,장충동,Jangchung-dong,장충동1가,1102058.0,1114058000
154,1114014400,서울특별시,중구,장충동,Jangchung-dong,장충동2가,1102058.0,1114058000
155,1114013200,서울특별시,중구,광희동,Gwanghui-dong ,충무로4가,1102059.0,1114059000
156,1114013300,서울특별시,중구,광희동,Gwanghui-dong ,충무로5가,1102059.0,1114059000
157,1114013400,서울특별시,중구,광희동,Gwanghui-dong ,인현동2가,1102059.0,1114059000
158,1114013500,서울특별시,중구,광희동,Gwanghui-dong ,예관동,1102059.0,1114059000
159,1114014500,서울특별시,중구,광희동,Gwanghui-dong ,광희동1가,1102059.0,1114059000
160,1114014600,서울특별시,중구,광희동,Gwanghui-dong ,광희동2가,1102059.0,1114059000
161,1114014700,서울특별시,중구,광희동,Gwanghui-dong ,쌍림동,1102059.0,1114059000
162,1114014800,서울특별시,중구,광희동,Gwanghui-dong ,을지로6가,1102059.0,1114059000
163,1114014900,서울특별시,중구,광희동,Gwanghui-dong ,을지로7가,1102059.0,1114059000
164,1114015400,서울특별시,중구,광희동,Gwanghui-dong ,오장동,1102059.0,1114059000
165,1114015000,서울특별시,중구,을지로동,Euljiro-dong,을지로4가,1102060.0,1114060500
166,1114015100,서울특별시,중구,을지로동,Euljiro-dong,을지로5가,1102060.0,1114060500
167,1114015200,서울특별시,중구,을지로동,Euljiro-dong,주교동,1102060.0,1114060500
168,1114015300,서울특별시,중구,을지로동,Euljiro-dong,방산동,1102060.0,1114060500
169,1114015500,서울특별시,중구,을지로동,Euljiro-dong,을지로3가,1102060.0,1114060500
170,1114015600,서울특별시,중구,을지로동,Euljiro-dong,입정동,1102060.0,1114060500
171,1114015700,서울특별시,중구,을지로동,Euljiro-dong,산림동,1102060.0,1114060500
172,1114015900,서울특별시,중구,을지로동,Euljiro-dong,초동,1102060.0,1114060500
173,1114016000,서울특별시,중구,을지로동,Euljiro-dong,인현동1가,1102060.0,1114060500
174,1114016100,서울특별시,중구,을지로동,Euljiro-dong,저동2가,1102060.0,1114060500
175,1114016200,서울특별시,중구,신당동,Sindang-dong,신당동,1102069.0,1114061500
176,1114016300,서울특별시,중구,신당동,Sindang-dong,흥인동,1102069.0,1114061500
177,1114016400,서울특별시,중구,신당동,Sindang-dong,무학동,1102069.0,1114061500
178,1114016200,서울특별시,중구,다산동,Dasan-dong,신당동,1102070.0,1114062500
179,1114016200,서울특별시,중구,약수동,Yaksu-dong,신당동,1102071.0,1114063500
180,1114016200,서울특별시,중구,청구동,Cheonggu-dong,신당동,1102072.0,1114064500
181,1114016200,서울특별시,중구,신당제5동,Sindang 5(o)-dong,신당동,1102065.0,1114065000
182,1114016200,서울특별시,중구,동화동,Donghwa-dong,신당동,1102073.0,1114066500
183,1114016500,서울특별시,중구,황학동,Hwanghak-dong,황학동,1102067.0,1114067000
184,1114017100,서울특별시,중구,중림동,Jungnim-dong,중림동,1102068.0,1114068000
185,1114017200,서울특별시,중구,중림동,Jungnim-dong,의주로2가,1102068.0,1114068000
186,1114017300,서울특별시,중구,중림동,Jungnim-dong,만리동1가,1102068.0,1114068000
187,1114017400,서울특별시,중구,중림동,Jungnim-dong,만리동2가,1102068.0,1114068000
188,1117000000,서울특별시,용산구,용산구,Yongsan-gu,용산구,11030.0,1117000000
189,1117010100,서울특별시,용산구,후암동,Huam-dong,후암동,1103051.0,1117051000
190,1117010200,서울특별시,용산구,용산2가동,Yongsan 2-ga-dong,용산동2가,1103052.0,1117052000
191,1117010300,서울특별시,용산구,용산2가동,Yongsan 2-ga-dong,용산동4가,1103052.0,1117052000
192,1117010400,서울특별시,용산구,남영동,Namyeong-dong,갈월동,1103053.0,1117053000
193,1117010500,서울특별시,용산구,남영동,Namyeong-dong,남영동,1103053.0,1117053000
194,1117010600,서울특별시,용산구,남영동,Namyeong-dong,용산동1가,1103053.0,1117053000
195,1117010700,서울특별시,용산구,남영동,Namyeong-dong,동자동,1103053.0,1117053000
196,1117010800,서울특별시,용산구,청파동,Cheongpa-dong,서계동,1103071.0,1117055500
197,1117010900,서울특별시,용산구,청파동,Cheongpa-dong,청파동1가,1103071.0,1117055500
198,1117011000,서울특별시,용산구,청파동,Cheongpa-dong,청파동2가,1103071.0,1117055500
199,1117011100,서울특별시,용산구,청파동,Cheongpa-dong,청파동3가,1103071.0,1117055500
200,1117011200,서울특별시,용산구,원효로제1동,Wonhyoro 1(il)-dong,원효로1가,1103072.0,1117056000
201,1117011300,서울특별시,용산구,원효로제1동,Wonhyoro 1(il)-dong,원효로2가,1103072.0,1117056000
202,1117012200,서울특별시,용산구,원효로제1동,Wonhyoro 1(il)-dong,문배동,1103072.0,1117056000
203,1117012300,서울특별시,용산구,원효로제1동,Wonhyoro 1(il)-dong,신계동,1103072.0,1117056000
204,1117011400,서울특별시,용산구,원효로제2동,Wonhyoro 2(i)-dong,신창동,1103057.0,1117057000
205,1117011500,서울특별시,용산구,원효로제2동,Wonhyoro 2(i)-dong,산천동,1103057.0,1117057000
206,1117011600,서울특별시,용산구,원효로제2동,Wonhyoro 2(i)-dong,청암동,1103057.0,1117057000
207,1117011700,서울특별시,용산구,원효로제2동,Wonhyoro 2(i)-dong,원효로3가,1103057.0,1117057000
208,1117011800,서울특별시,용산구,원효로제2동,Wonhyoro 2(i)-dong,원효로4가,1103057.0,1117057000
209,1117011900,서울특별시,용산구,효창동,Hyochang-dong,효창동,1103058.0,1117058000
210,1117012000,서울특별시,용산구,용문동,Yongmun-dong,도원동,1103059.0,1117059000
211,1117012100,서울특별시,용산구,용문동,Yongmun-dong,용문동,1103059.0,1117059000
212,1117012400,서울특별시,용산구,한강로동,Hangangno-dong,한강로1가,1103073.0,1117062500
213,1117012500,서울특별시,용산구,한강로동,Hangangno-dong,한강로2가,1103073.0,1117062500
214,1117012600,서울특별시,용산구,한강로동,Hangangno-dong,용산동3가,1103073.0,1117062500
215,1117012700,서울특별시,용산구,한강로동,Hangangno-dong,용산동5가,1103073.0,1117062500
216,1117012800,서울특별시,용산구,한강로동,Hangangno-dong,한강로3가,1103073.0,1117062500
217,1117012900,서울특별시,용산구,이촌제1동,Ichon 1(il)-dong,이촌동,1103063.0,1117063000
218,1117012900,서울특별시,용산구,이촌제2동,Ichon 2(i)-dong,이촌동,1103064.0,1117064000
219,1117013000,서울특별시,용산구,이태원제1동,Itaewon 1(il)-dong,이태원동,1103065.0,1117065000
220,1117013000,서울특별시,용산구,이태원제2동,Itaewon 2(i)-dong,이태원동,1103066.0,1117066000
221,1117013100,서울특별시,용산구,한남동,Hannam-dong,한남동,1103074.0,1117068500
222,1117013200,서울특별시,용산구,서빙고동,Seobinggo-dong,동빙고동,1103069.0,1117069000
223,1117013300,서울특별시,용산구,서빙고동,Seobinggo-dong,서빙고동,1103069.0,1117069000
224,1117013400,서울특별시,용산구,서빙고동,Seobinggo-dong,주성동,1103069.0,1117069000
225,1117013500,서울특별시,용산구,서빙고동,Seobinggo-dong,용산동6가,1103069.0,1117069000
226,1117013600,서울특별시,용산구,보광동,Bogwang-dong,보광동,1103070.0,1117070000
227,1120000000,서울특별시,성동구,성동구,Seongdong-gu,성동구,11040.0,1120000000
228,1120010200,서울특별시,성동구,왕십리제2동,Wangsimni 2(i)-dong,하왕십리동,1104052.0,1120052000
229,1120010100,서울특별시,성동구,왕십리도선동,WangsimniDoseon-dong,상왕십리동,1104071.0,1120053500
230,1120010200,서울특별시,성동구,왕십리도선동,WangsimniDoseon-dong,하왕십리동,1104071.0,1120053500
231,1120010300,서울특별시,성동구,왕십리도선동,WangsimniDoseon-dong,홍익동,1104071.0,1120053500
232,1120010400,서울특별시,성동구,왕십리도선동,WangsimniDoseon-dong,도선동,1104071.0,1120053500
233,1120010500,서울특별시,성동구,마장동,Majang-dong,마장동,1104054.0,1120054000
234,1120010600,서울특별시,성동구,사근동,Sageun-dong,사근동,1104055.0,1120055000
235,1120010700,서울특별시,성동구,사근동,Sageun-dong,행당동,1104055.0,1120055000
236,1120010700,서울특별시,성동구,행당제1동,Haengdang 1(il)-dong,행당동,1104056.0,1120056000
237,1120010700,서울특별시,성동구,행당제2동,Haengdang 2(i)-dong,행당동,1104057.0,1120057000
238,1120010800,서울특별시,성동구,응봉동,Eungbong-dong,응봉동,1104058.0,1120058000
239,1120010900,서울특별시,성동구,금호1가동,Geumho 1(il)-ga-dong,금호동1가,1104059.0,1120059000
240,1120011000,서울특별시,성동구,금호2·3가동,Geumho 2·3(i·sam)-ga-dong,금호동2가,1104072.0,1120061500
241,1120011100,서울특별시,성동구,금호2·3가동,Geumho 2·3(i·sam)-ga-dong,금호동3가,1104072.0,1120061500
242,1120011200,서울특별시,성동구,금호4가동,Geumho 4(sa)-ga-dong,금호동4가,1104062.0,1120062000
243,1120011300,서울특별시,성동구,옥수동,Oksu-dong,옥수동,1104073.0,1120064500
244,1120011400,서울특별시,성동구,성수1가제1동,Seongsu 1(il)-ga1(il)-dong,성수동1가,1104065.0,1120065000
245,1120011400,서울특별시,성동구,성수1가제2동,Seongsu 1(il)-ga2(i)-dong,성수동1가,1104066.0,1120066000
246,1120011500,서울특별시,성동구,성수2가제1동,Seongsu 2(i)-ga1(il)-dong,성수동2가,1104067.0,1120067000
247,1120011500,서울특별시,성동구,성수2가제3동,Seongsu 2(i)-ga 3(sam)-dong,성수동2가,1104068.0,1120069000
248,1120011800,서울특별시,성동구,송정동,Songjeong-dong,송정동,1104069.0,1120072000
249,1120011800,서울특별시,성동구,용답동,Yongdap-dong,송정동,1104070.0,1120079000
250,1120012200,서울특별시,성동구,용답동,Yongdap-dong,용답동,1104070.0,1120079000
251,1121500000,서울특별시,광진구,광진구,Gwangjin-gu,광진구,11050.0,1121500000
252,1121510700,서울특별시,광진구,화양동,Hwayang-dong,화양동,1105053.0,1121571000
253,1121510900,서울특별시,광진구,군자동,Gunja-dong,군자동,1105054.0,1121573000
254,1121510100,서울특별시,광진구,중곡제1동,Junggok 1(il)-dong,중곡동,1105055.0,1121574000
255,1121510100,서울특별시,광진구,중곡제2동,Junggok 2(i)-dong,중곡동,1105056.0,1121575000
256,1121510100,서울특별시,광진구,중곡제3동,Junggok 3(sam)-dong,중곡동,1105057.0,1121576000
257,1121510100,서울특별시,광진구,중곡제4동,Junggok 4(sa)-dong,중곡동,1105058.0,1121577000
258,1121510200,서울특별시,광진구,능동,Neung-dong,능동,1105059.0,1121578000
259,1121510400,서울특별시,광진구,광장동,Gwangjang-dong,광장동,1105063.0,1121581000
260,1121510500,서울특별시,광진구,자양제1동,Jayang 1(il)-dong,자양동,1105064.0,1121582000
261,1121510500,서울특별시,광진구,자양제2동,Jayang 2(i)-dong,자양동,1105065.0,1121583000
262,1121510500,서울특별시,광진구,자양제3동,Jayang 3(sam)-dong,자양동,1105066.0,1121584000
263,1121510500,서울특별시,광진구,자양제4동,Jayang 4(sa)-dong,자양동,1105067.0,1121584700
264,1121510300,서울특별시,광진구,구의제1동,Guui 1(il)-dong,구의동,1105060.0,1121585000
265,1121510300,서울특별시,광진구,구의제2동,Guui 2(i)-dong,구의동,1105061.0,1121586000
266,1121510300,서울특별시,광진구,구의제3동,Guui 3(sam)-dong,구의동,1105062.0,1121587000
267,1123000000,서울특별시,동대문구,동대문구,Dongdaemun-gu,동대문구,11060.0,1123000000
268,1123010100,서울특별시,동대문구,용신동,Yongsin-dong,신설동,1106081.0,1123053600
269,1123010200,서울특별시,동대문구,용신동,Yongsin-dong,용두동,1106081.0,1123053600
270,1123010300,서울특별시,동대문구,제기동,Jegi-dong,제기동,1106082.0,1123054500
271,1123010400,서울특별시,동대문구,전농제1동,Jeonnong 1(il)-dong,전농동,1106083.0,1123056000
272,1123010400,서울특별시,동대문구,전농제2동,Jeonnong 2(i)-dong,전농동,1106084.0,1123057000
273,1123010500,서울특별시,동대문구,답십리제1동,Dapsimni 1(il)-dong,답십리동,1106091.0,1123060000
274,1123010500,서울특별시,동대문구,답십리제2동,Dapsimni 2(i)-dong,답십리동,1106086.0,1123061000
275,1123010600,서울특별시,동대문구,장안제1동,Jangan 1(il)-dong,장안동,1106087.0,1123065000
276,1123010600,서울특별시,동대문구,장안제2동,Jangan 2(i)-dong,장안동,1106088.0,1123066000
