자치구,행정동,인구 합계,면적(km^2),기초생활수급자 인원,65세 이상 인구 수,단장기 외국인 체류자 수,종사자수,신협 수,새마을금고 수,우체국,편의점 수,약국 24시간,ATM 수,응급실 수,은행 수,기초생활수급자 인원_비율,65세 이상 인구 수_비율,단장기 외국인 체류자 수_비율,새마을금고 수_비율,우체국_비율,편의점 수_비율,약국 24시간_비율,ATM 수_비율,응급실 수_비율,은행 수_비율
송파구,장지동,"29,540",1.37,46,"4,217",486.6946208,9229,0,0,0,19,0,9,0,4,0.001557210562,0.1427555856,0.01647578269,0,0,13.86861314,0,6.569343066,0,2.919708029
송파구,위례동,"36,877",2.55,"1,390","2,901",437.827925,3859,0,0,0,17,0,1,0,1,0.0376928709,0.07866691976,0.01187265572,0,0,6.666666667,0,0.3921568627,0,0.3921568627
강동구,명일1동,"25,947",0.61,539,"3,987",226.716525,6643,0,0,1,17,0,7,0,6,0.02077311443,0.1536593826,0.008737677766,0,1.639344262,27.86885246,0,11.47540984,0,9.836065574
강동구,명일2동,"17,539",0.97,"1,652","2,551",126.6660042,3944,0,0,0,17,0,8,0,5,0.09419009066,0.1454472889,0.007221962723,0,0,17.5257732,0,8.24742268,0,5.154639175
강동구,고덕1동,"24,919",1.73,384,"2,882",307.9000333,2670,0,0,0,7,0,1,0,0,0.01540992817,0.1156547213,0.01235603489,0,0,4.046242775,0,0.5780346821,0,0
강동구,고덕2동,"22,539",2.01,373,"2,927",298.9047542,2548,1,0,0,9,0,2,0,1,0.01654909268,0.1298637917,0.01326166885,0,0,4.47761194,0,0.9950248756,0,0.4975124378
강동구,암사2동,"15,248",1.18,195,"2,370",195.641075,3711,0,0,0,11,0,2,0,3,0.01278856243,0.1554302204,0.01283060565,0,0,9.322033898,0,1.694915254,0,2.542372881
강동구,암사3동,"17,956",2.51,323,"2,624",134.0091667,2185,0,0,0,7,1,2,0,1,0.01798841613,0.1461349967,0.007463197076,0,0,2.788844622,0.3984063745,0.796812749,0,0.3984063745
강동구,천호1동,"27,196",0.71,570,"5,158",450.9187833,5332,0,1,0,21,0,7,0,1,0.02095896455,0.1896602442,0.01658033473,1.408450704,0,29.57746479,0,9.85915493,0,1.408450704
강동구,천호3동,"26,804",0.79,156,"4,627",936.7006042,7474,1,0,0,25,0,4,0,3,0.005820026862,0.172623489,0.03494629922,0,0,31.64556962,0,5.063291139,0,3.797468354
강동구,성내1동,"20,207",0.58,125,"3,073",396.7949542,17777,0,0,1,21,1,7,0,4,0.006185975157,0.1520760133,0.01963650983,0,1.724137931,36.20689655,1.724137931,12.06896552,0,6.896551724
강동구,성내2동,"24,358",0.67,"1,491","4,331",1442.118212,6770,0,0,0,30,0,2,0,3,0.06121192216,0.1778060596,0.05920511586,0,0,44.7761194,0,2.985074627,0,4.47761194
강동구,성내3동,"23,532",0.71,"1,364","3,815",628.8628958,9117,0,0,1,33,0,7,0,5,0.057963624,0.1621196668,0.02672373346,0,1.408450704,46.47887324,0,9.85915493,0,7.042253521
강동구,둔촌1동,145,0.92,278,37,78.80559583,283,0,0,0,4,0,0,0,0,1.917241379,0.2551724138,0.5434868678,0,0,4.347826087,0,0,0,0
강동구,둔촌2동,"24,847",0.98,831,"4,104",594.7813833,9463,0,1,0,20,0,7,1,4,0.03344468145,0.1651708456,0.02393775439,1.020408163,0,20.40816327,0,7.142857143,1.020408163,4.081632653
강동구,암사1동,"34,916",1.02,651,"6,000",456.6300917,5646,1,0,0,32,0,2,0,1,0.01864474739,0.1718409898,0.01307796116,0,0,31.37254902,0,1.960784314,0,0.9803921569
강동구,천호2동,"33,969",1.57,517,"5,921",1775.944883,14208,0,0,1,50,0,13,0,3,0.01521975919,0.1743059849,0.05228134131,0,0.6369426752,31.84713376,0,8.280254777,0,1.910828025
강동구,길동,"46,047",2.17,"1,896","7,869",970.2698,21237,1,0,1,60,0,7,1,8,0.04117532087,0.1708906118,0.02107129238,0,0.4608294931,27.64976959,0,3.225806452,0.4608294931,3.686635945
강동구,강일동,"32,700",2.80,"1,971","5,177",483.7621833,17586,1,0,1,30,0,5,0,1,0.06027522936,0.1583180428,0.01479395056,0,0.3571428571,10.71428571,0,1.785714286,0,0.3571428571
강동구,상일동,49128,2.65,"1,459",5775,626.3918625,5176,1,1,2,7,0,3,1,4,0.02969793193,0.1175500733,0.01275020075,0.3773584906,0.7547169811,2.641509434,0,1.132075472,0.3773584906,1.509433962
